EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
030451324,DOWNTOWN MASSILON ASSOCIATION,% STEPHANIE RESH,PO BOX 1000,MASSILLON,OH,44648-1000,0000,06,3,2000,201411,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S41,
030451592,PRATT EDUCATIONAL SERVICES INC,% GILLIAN PRATT,PO BOX 531642,CINCINNATI,OH,45253-1642,0000,03,3,2000,200301,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N20,
030452619,CENTRAL OHIO MODEL RAILROAD CLUB INC,% WILLIAM A ALARIE,6471 PROPRIETORS RD,WORTHINGTON,OH,43085-3232,0000,03,3,1000,200307,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A80,
030458260,NORTH AMERICAN JULES VERNE SOCIETY INC,% MARK ECKELL,2447 DELTA DR,UNIONTOWN,OH,44685-8117,0000,03,3,1000,200706,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A700,
030459622,DEAF AND HARD OF HEARING INSTITUTE OF CHRISTIAN EDUCATION,% BRYAN E EUBANKS,PO BOX 58643,CINCINNATI,OH,45258-0643,0000,03,3,2000,200206,1,15,000000000,1,01,202312,4,4,01,0,12,237311,210183,210183,P87,OHIO CORPORATION
030460113,SW OHIO CHAPTER-ASSOCIATION OF CERTIFIED FRAUD EXAMINERS,% PRESIDENT,PO BOX 663,DAYTON,OH,45409-0663,0000,06,3,4000,201703,2,00,000000000,1,01,202507,0,0,02,0,07,0,0,0,Y03,SOUTHWEST OHIO CHAPTER
030461388,PARK LAYNE FIRST CHURCH OF GOD,% DAVID FARTHING,8692 BELLEFONTAINE RD,NEW CARLISLE,OH,45344-2000,1489,03,9,7000,196007,1,10,001268000,1,01,,0,0,06,0,12,,,,,
030461881,OHIO MULTI-COUNTY DEVELOPMENT CORPORATION,% ALICIA TABET,725 E MARKET ST,AKRON,OH,44305-2421,0000,03,3,1000,200210,1,15,000000000,1,01,202312,5,4,01,0,12,590119,407476,407476,L20,
030463317,QUEEN CITY STORM BOOSTERS,% KIDS FIRST SPORTS CENTER,7900 E KEMPER RD,CINCINNATI,OH,45249-1616,0000,03,3,1000,202211,1,16,000000000,1,01,202305,3,3,01,0,05,43307,62603,62603,O50,
030467096,BRECKSVILLE-BROADVIEW HEIGHTS PARENT SCHOOL ORGANIZATION,% PHILIP SHIPMAN,6638 MILL RD,BRECKSVILLE,OH,44141-1512,0000,03,3,1200,200210,1,16,000000000,1,01,202406,3,3,01,0,06,96995,95511,90932,B94,
030467880,FRIENDS OF ERIE METROPARKS,% SALLY BURGER,3109 HULL RD,HURON,OH,44839-2165,0000,03,3,1000,200210,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N11,
030468977,THE CELEBRATION CENTER OF MARIETTA INC,% GORDON DEER,822 FRONT ST,MARIETTA,OH,45750-1825,1619,03,9,7000,196402,1,10,000000000,5,01,,0,0,06,0,12,,,,,
030469986,MARYSVILLE GRACE BRETHREN CHURCH,% CLANCY CRUISE,315 W 5TH ST,MARYSVILLE,OH,43040-1113,0000,03,3,7000,200603,1,10,000000000,1,01,,0,0,06,0,06,,,,X20,
030475099,CLEVELAND FOUNDATION FOR VEDIC SCIENCE,% THOMAS J MURACH,3820 W 138TH ST,CLEVELAND,OH,44111-4451,0000,03,3,2000,202404,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,B11,
030476527,REDEEMED CHRISTIAN CHURCH OF GOD JESUS HOUSE,% FRANCIS A TELLA,1465 DILLE RD,EUCLID,OH,44117-1405,0000,03,3,7000,200212,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030477422,OHIO COUNCIL OF COMMUNITY SCHOOLS,% SHELBY SAUER,3131 EXECUTIVE PKWY STE 306,TOLEDO,OH,43606-1327,0000,03,3,1000,200311,1,16,000000000,1,01,202406,7,7,01,0,06,8766263,9691373,7416403,B90,
030478687,RIVER VALLEY BASEBALL FOR YOUTHS,% PHILIP SHEPLER,4280 MARION MT GILEAD RD,CALEDONIA,OH,43314-9456,0000,03,3,1000,200302,1,16,000000000,1,01,202412,6,4,01,0,12,1122015,259257,259257,N63,
030479826,LEAGUE OF WOMEN VOTERS OF THE CANTON AREA EDUCATION FUND,% MYRA MCCOY TRES,PO BOX 35021,CANTON,OH,44735-5021,0000,03,3,2000,200404,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,R40,
030483116,ST LUKE LUTHERAN COMMUNITY-MASSILLON,% LUTHER W LAUTENSCHLAGER,220 APPLEGROVE ST NE,NORTH CANTON,OH,44720-1610,9386,03,9,7000,198804,1,10,001000000,1,01,202412,0,0,06,0,12,0,0,0,,
030483120,ST LUKE LUTHERAN COMMUNITY,% LUTHER W LAUTENSCHLAGER,220 APPLEGROVE ST NE,NORTH CANTON,OH,44720-1610,9386,03,9,7000,198804,1,10,001000000,1,01,202412,0,0,06,0,12,0,0,0,,
030483122,ST LUKE LUTHERAN COMMUNITY PORTAGE LAKES,% LUTHER W LAUTENSCHLAGER,200 APPLEGROVE ST NE,NORTH CANTON,OH,44720-1610,9386,03,9,7000,198804,1,10,001000000,1,01,202312,6,6,06,0,12,4261537,3472029,3472029,,
030484665,BUCKEYE BORDER COLLIE RESCUE INC,% WANDA HEYMAN,PO BOX 375,TIFFIN,OH,44883-0375,0000,03,3,1000,200306,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,D99,
030485546,MILTON A AND ROSLYN Z WOLF FAM FOUNDATION,% MILTON A WOLF,SIGNATURE SQUARE I 380,BEACHWOOD,OH,44122-0000,0000,03,3,1000,200301,1,04,000000000,1,01,202412,7,6,00,1,12,5322039,1400471,,T22,
030487201,VICTORIOUS LIFE CHRISTIAN CENTER,% HOWARD WILLIAMS,596 FENCHURCH WAY,GAHANNA,OH,43230-2310,0000,03,3,7000,200309,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030487460,OLD FORT SCHOOLS RENOVATION COMMITTEE INC,% GARY COLE,7635 N COUNTY ROAD 51,TIFFIN,OH,44883-9801,0000,03,3,1000,200307,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B112,
030492429,ZION GLOBAL MINISTRIES,% FREDDIE T PHIPHUS JR,9180 CINCINNATI COLUMBUS RD,WEST CHESTER,OH,45069-3702,0000,03,3,7000,200412,1,10,000000000,1,01,200612,0,0,06,0,12,,,,X20,
030493466,PATCHES OF LIGHT,% MINDY ATWOOD,PO BOX 153,HILLIARD,OH,43026-0153,0000,03,3,1000,200304,1,15,000000000,1,01,202312,4,4,01,0,12,103879,144033,136944,P20,
030500824,MID AMERICA COOPERATIVE COUNCIL INC,,1864 SHYVILLE RD,PIKETON,OH,45661-9749,0000,06,3,1000,200402,2,00,000000000,1,01,202312,1,3,01,0,12,8726,92310,92310,S41,
030504175,OHIO OPTOMETRIC FOUNDATION INC,% RICHARD CORNETT,250 E WILSON BRIDGE RD STE 240,WORTHINGTON,OH,43085-2350,0000,03,3,1200,200303,1,15,000000000,1,01,202312,4,3,01,0,12,268826,56678,45848,P20,
030505350,KNIGHTS OF COLUMBUS,% PHILIP DEAN,4453 WARREN SHARON RD,VIENNA,OH,44473-9644,0188,08,9,1000,194010,1,00,036029265,5,01,202412,0,0,02,0,12,0,0,0,,13260 VIENNA COUNCIL
030505395,ALPHA II HOUSING ALTERNATIVES INC,% PATRICIA PARKER,1702 BELLA VISTA ST,CINCINNATI,OH,45237-5706,0000,03,3,1000,200409,1,15,000000000,1,01,202312,0,4,01,0,12,0,275793,275793,P73,
030505953,DISTRICT 6650 ROTARY YOUTH EXCHANGE PROGRAM INC,% BONNIE K DAVIS TREASURER,49682 MCCLURE RD,E PALESTINE,OH,44413-8760,0000,03,3,1000,200305,1,15,000000000,1,01,202406,2,1,02,0,06,12200,5512,5512,Q22,
030511469,OFF STAGE PRODUCTIONS INC,% ED EICHLER,PO BOX 104,VAN WERT,OH,45891-0104,0000,03,3,2000,200306,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A65,
030511817,PACESETTER SOCCER CLUB,% STEVEN P WURTH,5400 W CENTRAL AVE,TOLEDO,OH,43615-1502,0000,03,3,1200,200411,1,16,000000000,1,01,202406,6,6,01,0,06,1051220,1404451,1404451,N64,
030514974,WARREN HENSEL AND BERNICE HENSEL FOUNDATION,% WARREN S HENSEL,6700 SHAWNEE RIDGE LN,CINCINNATI,OH,45243-2810,0000,03,3,1000,200308,1,04,000000000,1,01,202312,4,4,00,1,12,331005,235702,,T21,
030517561,LABRAE SOCCER BOOSTERS,% APRIL BEAR,PO BOX 261,LEAVITTSBURG,OH,44430-0261,0000,03,3,1000,201601,1,15,000000000,5,01,202312,0,0,02,0,12,0,0,0,B11,
030517754,UNION COUNTY PERSONAL NEEDS PANTRY,% BARB SNODGRES,PO BOX 54,MARYSVILLE,OH,43040-0054,0000,03,3,1000,200507,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
030517970,YALE SPIZZWINKS ALUMNI ASSOCIATION INC,% WILL OSBORNE,7450 RIVER OAKS TRL,GATES MILLS,OH,44040-9709,0000,03,3,1200,200405,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,A68,
030518580,OHIO TASK FORCE COMMANDERS ASSOCIATION,,120 E MAIN ST,XENIA,OH,45385-3204,0000,04,3,1000,201403,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,M99,
030521999,DESOTA BERKELEY IMPROVEMENT INC,% BETH EL - THE HEIGHTS SYNAGOGUE,3246 DESOTA AVE,CLEVELAND HTS,OH,44118-1835,0000,25,3,1000,200411,2,00,000000000,1,01,202406,0,0,02,0,06,0,0,0,S47,
030522593,OHIO FUEL CELL COALITION INC,% PATRICK VALENTE,151 INNOVATION DR STE 320D,ELYRIA,OH,44035-1677,0000,06,3,2000,200405,2,00,000000000,1,01,202406,3,3,01,0,06,32440,86095,86095,S41,
030524033,ASSOCIATION OF AMERITECH-SBC RETIREES,% CHESTER PRZYBYSLAWSKI,PO BOX 110355,CLEVELAND,OH,44111-0355,0000,04,3,1000,200503,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,J40,
030526645,CAPPIES OF GREATER CINCINNATI,% JOSEPH RING,7310 ADENA HILLS CT,WEST CHESTER,OH,45069-4168,0000,03,3,2000,200503,1,15,000000000,1,01,202407,0,0,02,0,07,0,0,0,A65,
030527979,WILLIAM O STALLWORTH MINISTRIES INC,% WILLIAM O STALLWORTH,856 E 237TH ST,EUCLID,OH,44123-2549,0000,03,3,7000,200404,1,10,000000000,1,01,,0,0,06,0,09,,,,X20,
030531306,SPARTAN ALUMNI ROWING ASSOCIATION,% TIMOTHY A MARCOVY STAT AGENT,PO BOX 241010,CLEVELAND,OH,44124-8910,0000,03,3,1000,200603,1,15,000000000,1,01,202312,3,4,01,0,12,87261,127979,127979,N11,
030537148,EMANUEL BAPTIST CHURCH OF THE DEAF,% TIMOTHY MCNUT,1610 W LANE AVE,COLUMBUS,OH,43221-3925,1593,03,9,7000,200610,0,10,000000000,0,01,,0,0,06,0,12,,,,,559096 MC
030540705,ALLEN EAST MUSIC ASSOCIATION,,9180 PARKER RD,HARROD,OH,45850-9754,0000,03,3,1200,200409,1,16,000000000,5,01,202406,4,3,01,0,06,105286,58286,17127,B112,
030542489,VALLEY FORGE INSTRUMENTAL MUSIC BOOSTERS,% PAULA ROWE-KNYSZEK,9999 INDEPENDENCE BLVD,PARMA HEIGHTS,OH,44130-4644,0000,03,3,1000,200604,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,A11,
030542510,FREDERICKTOWN ELEMENTARY PARENT TEACHER ORGANIZATION,% MARIE CAPUTO,111 STADIUM DR,FREDERICKTOWN,OH,43019-9801,0000,03,3,1000,200501,1,16,000000000,5,01,202407,0,0,02,0,07,0,0,0,B94,
030543794,UPPER ARLINGTON HIGH SCHOOL PARENT TEACHER ORGANIZATION,% JULIE LEFF,1625 ZOLLINGER RD,UPPER ARLNGTN,OH,43221-2905,5272,03,6,1000,200510,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,B94,
030544087,UNITED RIVERSIDE EDUCATION ASSOCIATION,% CATHERINE EASTMAN,2096 COUNTY ROAD 24 S,DE GRAFF,OH,43318-9406,0000,05,3,1000,200905,2,00,000000000,5,01,202408,0,0,02,0,08,0,0,0,J40,
030544352,FRATERNAL ORDER OF LEATHERHEADS SOCIETY,% ERIC PERRY,4150 HARTLAND CENTER RD,COLLINS,OH,44826-9703,0000,03,3,1000,201103,1,16,000000000,5,01,202312,3,3,01,0,12,80562,59041,32464,P20,NORTHERN OHIO FOOLS
030547403,THE OHIO STATE UNIVERSITY,% NANCY DAVIS,6101 KUNGLE RD,NEW FRANKLIN,OH,44216-9328,5925,03,9,2000,201305,1,15,149349000,5,01,202412,0,0,02,0,12,0,0,0,O52,HUTCH BUNCH 4-H CLUB OF SUMMIT COUN
030547725,SUPPORT OUR TROOPS OF HIGHLAND COUNTY,% BECKY WILLIAMS,329 W SOUTH ST,HILLSBORO,OH,45133-1323,0000,03,3,1000,202311,1,16,000000000,1,01,,0,0,02,0,12,,,,T11,
030552399,EVERYDAY PEOPLE MINISTRIES INC,,266 CAMROSE CT,GAHANNA,OH,43230-1677,0000,03,3,7000,200601,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
030554757,GLOBAL EDUCATIONAL OPPORTUNITIES,% MARSHA THOMAS,PO BOX 46668,CINCINNATI,OH,45246-0668,0000,03,3,1000,201404,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,E70,
030555908,IN HIS IMAGE NEW LIFE CHRISTIAN STABLES INC,% VICKI DOERINGER,14134 DOWNING RD,CROTON,OH,43013-9706,0000,03,3,7100,200601,1,15,000000000,1,01,202506,1,1,02,0,06,310,2704,2704,P30,
030556136,UNITED STATES BOWLING CONGRESS INC,% MAXIE H THOMPSON III,PO BOX 648,NEW LEXINGTON,OH,43764-0648,4348,03,9,1000,200409,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,N70,86561 ZANESVILLE USBC
030559661,LITTLE CLIMBER YOUTH DEVELOPMENT LEAGUE,% TODD A TRACY,PO BOX 5,URBANA,OH,43078-0005,0000,03,1,2100,200704,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,N60,
030561312,BROOKFIELD ASSOCIATION OF SCHOOL EMPLOYEES,% NANCY DUDZENSKI,PO BOX 292,BROOKFIELD,OH,44403-0292,0000,05,3,3000,200904,2,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,J40,
030565306,OUTREACH MINISTRIES FOR CHRISTIAN FELLOWSHIP CHURCH OF GOD IN CHRIST,% ANDREW E BUTTS,PO BOX 18962,CLEVELAND HTS,OH,44118-0962,0000,03,3,7000,200612,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,OMC FELLOWSHIP
030573247,KINGDOM VISION MINISTRIES,% KEVIN ALDRIDGE,912 BAKER CT,MIDDLETOWN,OH,45044-5303,0000,03,3,7000,200707,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
030575512,THE GREENVILLE MUNICIPAL CONCERT BAND INC,% GREENVILLE MUNICIPAL CONCERT BAND,7147 HAMMOND DR,GREENVILLE,OH,45331-2407,0000,03,3,1200,200608,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A6C,
030578006,ALLEN COUNTY MASTER GARDENERS,% REX MAURER,PO BOX 262,CAIRO,OH,45820-0262,0000,03,3,2100,200610,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,C42,
030583970,FRIENDS OF SCIOTO BRUSH CREEK INC,% JODIE NEWTON-MCALLISTER,PO BOX 157,OTWAY,OH,45657-0157,0000,03,3,1000,200606,1,15,000000000,1,01,202412,5,2,02,0,12,814567,23391,23391,C32,
030585215,HISTORIC DUBLIN BUSINESS ASSOCIATION,% TIM PICCIANO,PO BOX 1901,DUBLIN,OH,43017-7901,0000,06,3,2000,200605,2,00,000000000,1,01,202412,1,3,02,0,12,6978,43940,43940,R62,
030585406,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL,% TAMMY BAKER,165 BRIAR HILL DR,PAINESVILLE,OH,44077-5131,1381,05,9,3000,000000,0,00,000000000,5,01,202312,0,0,02,0,12,0,0,0,,L3465OH PAINESVILLE OH CITY EMPS
030586191,MARY JAMES HELPS,% TY COLEMAN,120 W VAN LAKE DR,VANDALIA,OH,45377-3236,0000,03,3,1270,202112,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,P20,
030593986,SAINTS ON A MISSION,% EDWARD D BARREN,5997 TAHITI DR,CINCINNATI,OH,45224-2743,0000,03,3,1000,200707,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X200,
030594263,LINKS THEOLOGICAL UNIVERSITY,% DORA BRONSTON,PO BOX 5,MIDDLETOWN,OH,45042-0005,0000,03,3,7000,202507,1,16,000000000,1,01,202408,0,0,02,0,08,0,0,0,X20,
030594949,SHAW HIGH SCHOOL ALUMNI ASSOCIATION,% GRENNETTA TAYLOR,PO BOX 18912,CLEVELAND HTS,OH,44118-0912,0000,03,3,2000,201411,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B82,SHS ALUMNI ASSOCIATION
030598694,REPRESENTATIVES OF CHRIST,% D JUSTIN WAGNER,2055 ASBURY DR NW,WARREN,OH,44485-1711,0000,03,3,1000,200710,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O99,ROC
030599674,PICKERINGTON HIGH SCHOOL NORTH PTO,% PARENT TEACHER ORGANIZATION,7800 REFUGEE ROAD,PICKERINGTON,OH,43147-0000,0000,03,3,1200,200907,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,B94,PICKERINGTON HIGH SCHOOL NORTH
030602703,CIRCLE P SANCTUARY INC,,2013 COUNTY ROAD 24,MARENGO,OH,43334-9460,0000,03,3,1000,200704,1,15,000000000,1,01,202312,1,3,02,0,12,1525,38432,25756,D20,
030605432,OPEN M FOUNDATION,% CHRISTINE R CURRY,941 PRINCETON ST,AKRON,OH,44311-1922,0000,03,3,1000,200701,1,17,000000000,1,01,202409,6,3,01,0,09,1029152,62234,62234,X112,
030608034,CODEMASH CONFERENCE,% JAMES H HOLMES,6855 FOX RUN DR,WESTERVILLE,OH,43082-8693,0000,06,3,2000,200712,2,00,000000000,1,01,202312,6,6,01,0,12,1221589,1739795,1739795,S41,
030608143,PRAYERS FROM MARIA FOUNDATION,% CLARA LEGEAY,20226 DETROIT RD,ROCKY RIVER,OH,44116-2422,0000,03,3,1000,200802,1,15,000000000,1,01,202312,6,6,01,0,12,1810091,1275070,1105429,G12,
030609100,LOVE CHARITY ALMS,% MARVIN E HILL,721 BAKER AVE SW,WARREN,OH,44481-9662,0000,03,3,1000,201007,1,15,000000000,2,01,202412,1,1,02,0,12,4537,5390,5390,T123,
030612142,NEW UNITY CHURCH OF GOD,% JUDAEA SIMMONS-LANE,1508 ELM ST,CINCINNATI,OH,45202-6928,0000,03,3,7100,200708,1,10,000000000,1,01,,0,0,06,0,11,,,,X20,
036076375,URBAN P KLINGSHIRN FUND,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,200302,1,04,000000000,2,01,202312,4,3,00,1,12,368279,34800,,T20,
036100828,BILL AND JACKIE LOCKWOOD FAMILY FOUNDATION,% MARK A CONWAY,1 CARTER TALBOT CT,DAYTON,OH,45419-2904,0000,03,3,1000,200301,1,04,000000000,2,01,202412,8,5,00,1,12,15294261,594851,,T21,
040523132,AMERICAN POULTRY ASSOCIATION INC,% PATRICIA HORSTMAN,PO BOX 9,LUCASVILLE,OH,45648-0009,0000,05,3,1000,201411,2,00,000000000,1,01,202312,5,5,01,0,12,900660,526181,459168,K99,
041435899,COLONEL CRAWFORD EAGLES ALL SPORTS BOOSTERS CLUB,,6053 REMLINGER RD,CRESTLINE,OH,44827-9721,0000,03,3,1000,200001,1,16,000000000,1,01,202312,4,4,01,0,12,421162,423118,204738,B11,
041841679,GILLESPIE FAMILY FOUNDATION,% KEYBANK NATIONAL ASSOCIATION,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199701,1,04,601000000,2,01,202312,5,3,00,1,12,658431,94025,,T20Z,
041928983,HESED AGAPE MINISTRIES INTL,,151 GLESSNER AVE,MANSFIELD,OH,44903-2443,0000,03,3,7000,200102,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
042104439,ENDOWMENT FOR BIBLICAL RESEARCH,% CHARLES STOCKING,9736 CARNOUSTIE RD,PERRYSBURG,OH,43551-3505,0000,03,3,1000,194310,1,04,061000000,1,01,202312,4,4,00,1,12,184144,102487,,,
042662165,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,% APIC INC,275 GRACELAND BLVD UNIT 303,COLUMBUS,OH,43214-1774,2628,03,9,1200,197506,1,16,995263059,5,01,202312,0,0,02,0,12,0,0,0,E72C,053 CENTRAL OHIO
042747751,ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ,,227 N 4TH ST,STEUBENVILLE,OH,43952-2103,0259,10,9,1000,194012,1,00,279265319,5,01,202407,4,2,02,0,07,140078,20884,7271,,VALLEY OF STEUBENVILLE HOSPITALER
042914764,INTERNATIONAL FRATERNITY OF DELTA SIGMA PI,,330 S CAMPUS AVE,OXFORD,OH,45056-2405,0414,07,9,1000,196609,2,00,036000000,5,01,202406,0,0,02,0,06,0,0,0,,BOSTON ALUMNI CHAPTER
042926587,ROSARY LITERARY SOCIETY,% DOMINICM SISTERS,2320 AIRPORT DR,COLUMBUS,OH,43219-2059,0928,03,9,7000,199012,1,10,000000000,5,01,,0,0,02,0,06,,,,,ROSARY ACADEMY
042931821,INTERNATIONAL FRATERNITY OF DELTA SIGMA PI,,330 S CAMPUS AVE,OXFORD,OH,45056-2405,0414,07,9,1000,196609,2,00,036000000,5,01,202406,0,0,02,0,06,0,0,0,,LAMBDA TAU CHAPTER
043029066,DELTA ZETA SORORITY,,202 E CHURCH ST,OXFORD,OH,45056-1320,0310,07,9,1000,197012,2,00,036319349,5,01,200706,0,0,02,0,06,,,,,XI UPSILON CHAPTER
043168938,FAMILY MOTOR COACH ASSOCIATION,% JAMES SENNETT,105 N HOLLAND SYLVANIA RD,TOLEDO,OH,43615-9048,2609,07,9,1000,197501,2,00,299318000,5,01,202212,0,0,02,0,12,0,0,0,,NORTHEAST AREA
043194045,MIRA-GMP & ALLIED WORKERS INSURANCE TR,% ROBERT VOEGELI TTEE,525 VINE ST STE 2325,CINCINNATI,OH,45202-3142,0000,09,3,1000,199409,2,00,265264000,2,01,202312,6,7,01,0,12,2239177,6605332,5481441,,RENDELL KENNETH ET AL TTEE
043335415,ST MARGUERITE DYOUVILLE FOUNDATION II,% TONY P WERNER EXECUTIVE DIR,2213 CHERRY ST,TOLEDO,OH,43608-2603,0928,03,9,6000,194603,0,10,031150120,5,01,,0,0,06,0,06,,,,,
043361704,NLT FOUNDATION INC,% GRANTS MANAGEMENT ASSOCIATES,308 E 8TH ST FL 4,CINCINNATI,OH,45202-2204,0000,03,3,1000,199706,1,04,602000000,1,01,202312,6,6,00,1,12,3413168,1011041,,J32Z,
043466383,IMAGINE SCHOOLS INC,,19114 BELLA DR,CLEVELAND,OH,44119-3007,0000,03,3,2000,201507,1,11,000000000,1,01,202406,9,8,01,0,06,126653506,40159383,40159383,B20,
043522961,INTERNATIONAL FRATERNITY OF DELTA SIGMA PI,% DEAN MELVIN T STITH WHITMAN SCH O,330 S CAMPUS AVE,OXFORD,OH,45056-2405,0414,07,9,1000,196609,0,00,036000000,5,01,202407,0,0,02,0,07,0,0,0,,XI TAU CHAPTER
043539665,CENTRAL EURASIAN STUDIES SOCIETY INC,,PO BOX 527,YELLOW SPGS,OH,45387-0527,0000,03,3,1000,202103,1,16,000000000,1,01,202412,4,4,01,0,12,157644,105525,105525,A20,
043591873,COMMUNITY IMPROVEMENT CORPORATION OF LOVELAND,% FREDERICK E ENDERLA,120 W LOVELAND AVE,LOVELAND,OH,45140-2932,0000,03,3,1000,201509,1,15,000000000,1,01,,0,0,14,0,12,,,,S20,
043592796,SANCTUARY OF GRACE,,PO BOX 782,PROCTORVILLE,OH,45669-0782,0000,03,3,7000,202312,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043595305,BELIEVERS ACHIEVE DREAMS,% J RINGFIELD,18001 PONCIANA AVE,CLEVELAND,OH,44135-4175,0000,03,3,2000,200311,1,11,000000000,1,01,202312,1,2,02,0,12,1240,17055,17055,B28,RINGFIELD JAMES A OWNER
043595329,CLEAN FUELS OHIO,,1508 ROSEWOOD AVE,LAKEWOOD,OH,44107-3736,0000,03,3,1200,200006,1,15,000000000,1,01,202312,5,6,01,0,12,735573,1670512,1670512,C60,
043599569,NORTHMONT WEE BOLT FOOTBALL AND CHEERLEADING ORGANIZATION,,PO BOX 118,ENGLEWOOD,OH,45322-0118,0000,03,3,2000,200405,1,16,000000000,1,01,202312,3,4,01,0,12,72603,158377,138491,N65,
043600170,ORTHODOX CHURCH OF OHIO INC,% LAWRENCE W CASATI,2617 WESTMOOR RD,FINDLAY,OH,45840-2851,0000,03,3,7000,200211,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043600179,THE TREE OF LIFE SPIRITUALIST CHURCH INC,% E GERTA LESTOCK,840 HAMLET LN APT A2,WESTLAKE,OH,44145-1672,0000,03,3,7000,200304,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043602090,CLUB OHIO REVOLUTION,% CHRISTOPHER WILLIAMS,PO BOX 307301,GAHANNA,OH,43230-7301,0000,03,3,2000,200801,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,N60,
043607347,HOPEWELL BAPTIST CHURCH,% REV BENNIE R COLQUITT,1198 SILVERBROOK DR,COLUMBUS,OH,43207-2605,0000,03,3,7000,200405,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043611868,X CHURCH INC,% JOY HUGHES,6600 BIGERTON BND,CANAL WNCHSTR,OH,43110-1258,0000,03,3,7100,200611,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043615369,PENINEI DAAS PUBLICATIONS,% RONALD GREENFELD,2549 LAFAYETTE DR,CLEVELAND,OH,44118-4607,0000,03,3,2700,200207,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X83,
043615764,PURPOSE INSTITUTE INC,% FINIS ELLIS,901 DUEBER AVE SW,CANTON,OH,44706-5123,0000,03,3,7000,200512,1,16,000000000,1,01,202407,3,5,01,0,07,95697,859530,859530,X20,
043617085,OH WOW THE ROGER & GLORIA JONES CHILDRENS CENTER FOR SCIENCE & TEC,,PO BOX 1624,YOUNGSTOWN,OH,44501-1624,0000,03,3,1000,200204,1,15,000000000,1,01,202312,6,6,01,0,12,3926131,1977580,1161054,A50,
043618101,OEA EDUCATIONAL FOUNDATION,% OHIO EDUCATION ASSOCIATION,225 EAST BROAD STREET,COLUMBUS,OH,43215-3709,0000,03,3,2000,202306,1,21,000000000,1,01,202408,5,3,02,0,08,678945,31460,29165,B60,
043622950,BATAVIA YOUTH FOOTBALL INC,,4720 KEENELAND RUN,BATAVIA,OH,45103-9235,0000,03,3,1000,200207,1,16,000000000,1,01,202312,2,3,01,0,12,22839,55667,53865,N65,
